step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
9,CASH_IN,256801.22,C255492345,4201541.78,4458343.0,C1551945522,568183.15,311381.92,0,0
15,CASH_OUT,34705.53,C700369527,0.0,0.0,C784831269,283773.85,318479.38,0,0
13,TRANSFER,39758.03,C21276494,0.0,0.0,C17776332,695476.07,755079.76,0,0
13,PAYMENT,7671.97,C2124921371,78663.96,70991.99,M374771702,0.0,0.0,0,0
15,CASH_OUT,220247.67,C568401544,103271.0,0.0,C1878271350,0.0,220247.67,0,0
13,CASH_IN,376115.86,C235328457,2758389.8,3134505.65,C567691585,855977.57,479861.72,0,0
17,CASH_IN,114028.27,C429971267,25269073.96,25383102.23,C1654982689,2996446.42,2882418.15,0,0
12,CASH_IN,163673.27,C1376270427,12947133.38,13110806.65,C1436606008,7236306.44,8653917.63,0,0
15,CASH_OUT,53369.82,C640190916,82269.0,28899.18,C1832890320,1013141.8,1066511.62,0,0
13,CASH_IN,117707.01,C1325533965,90847.0,208554.01,C675123148,354206.99,236499.97,0,0
12,CASH_OUT,150728.43,C1451859472,21528.0,0.0,C106970326,2509668.79,2660397.22,0,0
13,CASH_IN,376678.52,C1103740769,0.0,376678.52,C1667392784,516037.53,139359.0,0,0
10,TRANSFER,1347698.16,C134067790,235520.4,0.0,C1494727044,10653960.31,12001658.47,0,0
10,PAYMENT,76.73,C834731915,124856.0,124779.27,M686218788,0.0,0.0,0,0
15,CASH_OUT,179506.87,C1462021115,22123.0,0.0,C1987575353,0.0,179506.87,0,0
14,CASH_IN,149135.57,C364036006,61668.0,210803.57,C305833151,4524271.18,4375135.61,0,0
14,CASH_IN,111295.36,C807272514,378946.9,490242.26,C1493941064,169450.08,58154.72,0,0
8,PAYMENT,14685.41,C1469725171,3010.0,0.0,M229237521,0.0,0.0,0,0
1,CASH_OUT,235238.66,C1499825229,235238.66,0.0,C2100440237,0.0,235238.66,1,0
9,PAYMENT,7027.94,C2139255221,0.0,0.0,M1367477923,0.0,0.0,0,0
14,PAYMENT,6601.02,C1977541420,0.0,0.0,M1519002145,0.0,0.0,0,0
18,PAYMENT,23636.92,C1611803036,0.0,0.0,M1085246441,0.0,0.0,0,0
11,CASH_IN,32010.03,C1860963176,5980224.74,6012234.77,C979441879,108550.0,0.0,0,0
15,PAYMENT,15790.41,C468478068,3289.0,0.0,M1741107521,0.0,0.0,0,0
17,CASH_OUT,124360.73,C1271364154,546.0,0.0,C1476091420,0.0,124360.73,0,0
8,CASH_OUT,137568.89,C320396046,497797.47,360228.58,C476402209,222310.39,0.0,0,0
13,PAYMENT,22496.62,C1104273029,18920.0,0.0,M1616244186,0.0,0.0,0,0
9,CASH_OUT,187416.58,C970959691,0.0,0.0,C1287328228,2028280.27,2215696.85,0,0
11,PAYMENT,4641.76,C1702834057,16168.0,11526.24,M133252877,0.0,0.0,0,0
17,TRANSFER,180496.49,C554862212,5047.0,0.0,C1691129499,3156.0,183652.49,0,0
9,CASH_IN,136560.36,C356940640,319554.57,456114.94,C926335474,1502941.25,1874516.54,0,0
17,PAYMENT,12883.17,C1828476795,337529.26,324646.09,M1069537772,0.0,0.0,0,0
13,PAYMENT,1814.18,C886332382,347995.05,346180.86,M608005814,0.0,0.0,0,0
14,CASH_OUT,213216.98,C1530736243,0.0,0.0,C1347368693,269545.0,1029308.2,0,0
11,TRANSFER,1052249.13,C1665734605,0.0,0.0,C719119378,7651072.07,9088567.25,0,0
8,CASH_OUT,307567.75,C2088261132,12059.0,0.0,C523154252,133146.0,281979.73,0,0
11,CASH_OUT,101352.1,C133820389,25002.0,0.0,C128870695,22439739.92,22541092.02,0,0
11,PAYMENT,4979.64,C1702699640,329301.92,324322.28,M335737674,0.0,0.0,0,0
17,CASH_OUT,666146.45,C452850519,0.0,0.0,C1092740992,2719006.94,3385153.39,0,0
14,CASH_OUT,138694.92,C1316333160,0.0,0.0,C1727610050,514852.46,481634.41,0,0
10,CASH_OUT,89125.29,C666071321,0.0,0.0,C970303959,2124936.71,3659462.57,0,0
15,PAYMENT,5736.79,C279738370,84529.49,78792.7,M830659123,0.0,0.0,0,0
14,CASH_OUT,93633.03,C1068184293,20511.0,0.0,C569068130,1409666.74,1626309.77,0,0
12,CASH_IN,183267.01,C614523057,101136.0,284403.01,C62375945,431386.23,248119.22,0,0
16,CASH_IN,187111.26,C1964430119,5115696.23,5302807.49,C1984192708,3523321.63,3516757.71,0,0
15,PAYMENT,519.26,C839401400,0.0,0.0,M2018727209,0.0,0.0,0,0
12,CASH_IN,1240.65,C2050501708,5732126.21,5733366.86,C60956016,155822.22,0.0,0,0
9,PAYMENT,16963.73,C1550074963,95250.0,78286.27,M1850001519,0.0,0.0,0,0
11,CASH_IN,116198.28,C2124114430,19906.0,136104.28,C323039620,0.0,0.0,0,0
8,PAYMENT,6840.96,C627852710,0.0,0.0,M1199256142,0.0,0.0,0,0
6,PAYMENT,902.63,C536353549,18936.0,18033.37,M1859855,0.0,0.0,0,0
13,PAYMENT,7905.76,C749497519,0.0,0.0,M931198607,0.0,0.0,0,0
8,CASH_IN,23842.47,C1705384034,4950607.23,4974449.71,C1084435493,44993.43,17125.85,0,0
8,CASH_OUT,154991.3,C2024595240,0.0,0.0,C1825634724,451953.7,1542240.66,0,0
7,PAYMENT,407.73,C1255643229,20166.0,19758.27,M2043031547,0.0,0.0,0,0
15,CASH_OUT,77757.65,C858606056,0.0,0.0,C714836870,117622.18,195379.83,0,0
10,CASH_IN,267399.99,C1230487664,114556.0,381955.99,C911380925,888643.24,621243.26,0,0
16,TRANSFER,1217175.78,C929367371,0.0,0.0,C787521272,2628011.86,5909918.8,0,0
10,CASH_OUT,449626.57,C2089273399,0.0,0.0,C494028124,1020995.06,1503299.31,0,0
15,PAYMENT,1778.78,C105496179,20287.0,18508.22,M364190920,0.0,0.0,0,0
9,CASH_OUT,378437.09,C1871021026,0.0,0.0,C1043870161,1388404.72,4867172.36,0,0
14,CASH_IN,300934.27,C308303772,430.0,301364.27,C206715769,1639792.09,1289563.06,0,0
14,PAYMENT,5119.35,C397309127,0.0,0.0,M1675837295,0.0,0.0,0,0
17,PAYMENT,17615.14,C1295444996,433.0,0.0,M393151391,0.0,0.0,0,0
13,CASH_IN,238059.76,C1785204378,7733771.18,7971830.95,C1050074703,704139.65,466079.88,0,0
17,PAYMENT,13699.19,C2131674828,504878.79,491179.6,M1777015949,0.0,0.0,0,0
9,CASH_OUT,123052.24,C1264426913,16479.0,0.0,C1872618824,52384.62,28067.51,0,0
9,CASH_OUT,85569.63,C1911695860,0.0,0.0,C573931881,479266.67,880242.46,0,0
9,CASH_OUT,214498.93,C963342036,0.0,0.0,C642275652,553892.09,877986.52,0,0
12,TRANSFER,1194805.71,C1654178095,0.0,0.0,C1375280409,1836390.29,3526343.57,0,0
16,CASH_IN,377063.72,C1938563419,970859.16,1347922.88,C289543788,1847910.09,1767881.44,0,0
15,CASH_OUT,305502.21,C1396169396,347.0,0.0,C1029498449,10831.0,316333.21,0,0
13,CASH_OUT,64249.82,C437745524,0.0,0.0,C569167831,254181.0,318430.82,0,0
15,CASH_IN,300590.55,C1719359246,3308266.08,3608856.63,C2116173723,558807.55,258217.0,0,0
16,CASH_IN,419802.22,C1819200679,16573.0,436375.22,C1038753033,440973.89,21171.67,0,0
13,TRANSFER,304331.3,C1903029528,0.0,0.0,C73009098,332350.98,636682.28,0,0
9,TRANSFER,1345977.01,C1095026540,0.0,0.0,C2107476765,2043974.79,6624635.0,0,0
15,CASH_OUT,82497.9,C1471924045,0.0,0.0,C768059007,164223.52,246721.41,0,0
16,CASH_OUT,302193.56,C755637669,2164.0,0.0,C1496302859,100222.3,57151.41,0,0
16,CASH_OUT,94205.78,C2009099361,61607.0,0.0,C1715661677,0.0,94205.78,0,0
15,PAYMENT,3214.68,C799291549,104372.0,101157.32,M1589939592,0.0,0.0,0,0
12,CASH_IN,40648.9,C453585677,613316.97,653965.87,C882776288,2335072.72,2294423.82,0,0
11,TRANSFER,135431.42,C241867728,274284.0,138852.58,C189100356,452095.0,313059.06,0,0
12,PAYMENT,7071.17,C120906692,133951.0,126879.83,M1884699234,0.0,0.0,0,0
12,PAYMENT,51983.75,C1269563448,1626271.48,1574287.73,M1812923244,0.0,0.0,0,0
12,CASH_OUT,666268.63,C2006282825,825.0,0.0,C682180740,83065.76,749334.39,0,0
13,CASH_OUT,185448.05,C1258805834,34807.0,0.0,C1799938475,1633604.18,1819052.23,0,0
10,PAYMENT,7395.1,C684696342,21050.0,13654.9,M937959606,0.0,0.0,0,0
13,CASH_OUT,414740.11,C243238410,4221.0,0.0,C589951302,2161789.45,2901677.96,0,0
17,PAYMENT,20438.59,C233993843,28517.84,8079.25,M1499531178,0.0,0.0,0,0
12,TRANSFER,609854.31,C474486166,0.0,0.0,C141847315,2077175.9,2687030.21,0,0
16,PAYMENT,27982.05,C169952816,0.0,0.0,M714592971,0.0,0.0,0,0
16,CASH_OUT,240819.76,C1269088971,36.0,0.0,C174407284,199436.72,440256.48,0,0
8,CASH_IN,109129.58,C192750441,136243.0,245372.58,C2095093840,0.0,0.0,0,0
17,CASH_IN,425389.47,C1596737313,18670.0,444059.47,C1175697472,0.0,0.0,0,0
16,CASH_IN,122968.18,C982050217,20204609.07,20327577.25,C1605604220,144621.0,21652.82,0,0
15,PAYMENT,955.66,C1769524074,398.0,0.0,M1707296552,0.0,0.0,0,0
13,PAYMENT,9415.03,C1096500621,0.0,0.0,M310402490,0.0,0.0,0,0
17,CASH_IN,113610.56,C1917303997,35873.0,149483.56,C1297015166,96782.2,0.0,0,0
17,PAYMENT,3166.5,C1567785583,45.0,0.0,M1852607283,0.0,0.0,0,0
16,PAYMENT,185.39,C1199670067,0.0,0.0,M501724947,0.0,0.0,0,0
11,CASH_IN,473346.9,C678217961,3992894.65,4466241.54,C1825059006,11942806.74,11718856.5,0,0
12,PAYMENT,9983.09,C1415603019,51851.0,41867.91,M685645259,0.0,0.0,0,0
16,CASH_IN,147456.22,C1735745995,7627093.41,7774549.63,C254720071,208315.24,60859.02,0,0
14,PAYMENT,6239.38,C839095972,103917.0,97677.62,M433575556,0.0,0.0,0,0
10,CASH_OUT,89591.41,C938720529,9083.0,0.0,C829610481,456999.64,822582.48,0,0
16,PAYMENT,3878.84,C1604757784,473094.13,469215.29,M1174669312,0.0,0.0,0,0
13,CASH_OUT,214127.16,C1899810332,202573.94,0.0,C1665979484,5305420.31,5519547.48,0,0
17,CASH_IN,257455.93,C404294689,24811.0,282266.93,C2127123719,1596477.66,1339021.74,0,0
11,TRANSFER,1059757.23,C406410797,153294.0,0.0,C763135334,54306.0,1114063.23,0,0
1,PAYMENT,9463.48,C546217718,0.0,0.0,M2024945312,0.0,0.0,0,0
16,PAYMENT,21347.87,C1141490799,339637.45,318289.59,M1105451066,0.0,0.0,0,0
11,CASH_OUT,54445.01,C588934076,34913.0,0.0,C1541125198,3129366.89,3183811.9,0,0
12,PAYMENT,19930.21,C1340369742,0.0,0.0,M1688905006,0.0,0.0,0,0
8,PAYMENT,9110.19,C1544267516,106628.0,97517.81,M1049045289,0.0,0.0,0,0
13,CASH_IN,486411.66,C1897516052,3556478.86,4042890.51,C726174274,2604514.35,2118102.7,0,0
11,PAYMENT,18015.01,C64743141,122333.0,104317.99,M2139717088,0.0,0.0,0,0
8,CASH_IN,135905.7,C1620872717,2025217.59,2161123.29,C1171953426,191610.56,21918.94,0,0
11,PAYMENT,1767.54,C766832180,398.0,0.0,M1705088414,0.0,0.0,0,0
15,PAYMENT,9399.17,C2033426456,0.0,0.0,M425273666,0.0,0.0,0,0
15,CASH_OUT,254691.47,C1054030679,49894.0,0.0,C410437994,300640.74,880234.63,0,0
13,CASH_OUT,325966.93,C1072295528,9586.0,0.0,C328818786,414740.6,740707.53,0,0
16,PAYMENT,4402.95,C12760081,0.0,0.0,M645422721,0.0,0.0,0,0
11,CASH_OUT,238539.93,C1462668536,0.0,0.0,C1174935745,2039017.95,2201826.52,0,0
11,PAYMENT,26365.66,C1124210854,1064112.65,1037746.99,M2081407675,0.0,0.0,0,0
11,CASH_OUT,466924.14,C1017887767,103633.0,0.0,C724595147,296406.55,763330.69,0,0
14,PAYMENT,8617.15,C1154665824,21823.0,13205.85,M2062564760,0.0,0.0,0,0
18,DEBIT,4415.25,C1807127285,103559.87,99144.62,C972016672,641651.68,646066.93,0,0
15,PAYMENT,273.92,C687135759,395922.7,395648.77,M1000495570,0.0,0.0,0,0
12,CASH_IN,84612.14,C1174615359,20648.0,105260.14,C2013336145,196629.44,478670.38,0,0
17,CASH_OUT,39878.16,C1888385015,26096.0,0.0,C34231099,1737650.62,1374083.18,0,0
10,CASH_OUT,843856.63,C1755460509,0.0,0.0,C360382401,119367.39,850823.67,0,0
14,CASH_OUT,223218.81,C1139111221,12180.0,0.0,C1530086509,115074.55,338293.36,0,0
11,CASH_OUT,496101.52,C695161573,0.0,0.0,C1851668139,9545772.52,10041874.04,0,0
13,CASH_IN,22931.67,C1152328385,1784086.15,1807017.81,C531125842,1860564.3,1837632.63,0,0
17,CASH_OUT,362258.38,C730858198,35833.0,0.0,C2122960124,0.0,362258.38,0,0
11,CASH_OUT,424726.6,C402973203,15592.07,0.0,C909295153,16318552.4,17385056.29,0,0
16,PAYMENT,25544.09,C1417034161,456049.38,430505.29,M375423298,0.0,0.0,0,0
12,PAYMENT,19672.54,C884074632,388899.41,369226.87,M1670161872,0.0,0.0,0,0
10,CASH_OUT,335363.21,C2143520942,0.0,0.0,C305966412,597782.6,933145.81,0,0
18,PAYMENT,5209.98,C1024290936,9098.0,3888.02,M615702824,0.0,0.0,0,0
8,PAYMENT,25876.51,C887793526,0.0,0.0,M742666453,0.0,0.0,0,0
11,CASH_IN,784268.86,C493103353,16462.0,800730.86,C1305830291,2322387.29,1538118.43,0,0
18,PAYMENT,7149.88,C1340646492,506.0,0.0,M1242751306,0.0,0.0,0,0
18,PAYMENT,1291.56,C766660131,0.0,0.0,M1186418537,0.0,0.0,0,0
14,PAYMENT,10695.53,C1022031161,68068.91,57373.38,M929456770,0.0,0.0,0,0
15,PAYMENT,4393.94,C1707898565,5506.0,1112.06,M432199246,0.0,0.0,0,0
9,PAYMENT,12381.4,C1719823080,0.0,0.0,M1616703943,0.0,0.0,0,0
11,PAYMENT,24026.27,C598618641,29702.0,5675.73,M999528728,0.0,0.0,0,0
16,CASH_OUT,175932.71,C1223650361,10558.0,0.0,C1152509961,226098.0,402030.71,0,0
10,TRANSFER,451112.76,C631104026,31166.0,0.0,C697291998,0.0,749671.39,0,0
11,PAYMENT,24319.42,C921151122,3896.0,0.0,M1811517020,0.0,0.0,0,0
15,CASH_OUT,63584.96,C449002948,8052.0,0.0,C238875656,311186.12,0.0,0,0
16,CASH_OUT,26365.8,C769120413,49768.0,23402.2,C430658600,403503.57,429869.37,0,0
16,DEBIT,572.49,C677524314,892839.17,892266.67,C316075388,32295.0,32867.49,0,0
18,PAYMENT,17346.8,C1416297707,0.0,0.0,M830350171,0.0,0.0,0,0
13,PAYMENT,8981.67,C134359325,92319.92,83338.25,M918966048,0.0,0.0,0,0
12,PAYMENT,7231.38,C1095702844,27606.0,20374.62,M1068234412,0.0,0.0,0,0
13,CASH_IN,186426.13,C716601421,11974995.69,12161421.82,C766653476,450076.83,263650.69,0,0
15,CASH_OUT,172711.13,C589601291,418.0,0.0,C432894850,0.0,172711.13,0,0
11,CASH_OUT,277621.79,C1591529233,0.0,0.0,C611855891,394826.94,786582.29,0,0
15,TRANSFER,542234.29,C31350479,433802.52,0.0,C1457728035,1778567.09,2320801.38,0,0
14,PAYMENT,10309.13,C477383096,0.0,0.0,M1120277285,0.0,0.0,0,0
14,CASH_OUT,246235.15,C460420703,205.0,0.0,C1212324318,96459.56,340126.3,0,0
10,PAYMENT,3994.57,C2141715732,0.0,0.0,M12623458,0.0,0.0,0,0
8,TRANSFER,159433.94,C71316459,20496.0,0.0,C1016689071,630264.46,1024005.37,0,0
16,CASH_IN,174023.58,C1528205305,70960.0,244983.58,C1754599205,26286.31,0.0,0,0
16,PAYMENT,6698.28,C1179898895,0.0,0.0,M353701297,0.0,0.0,0,0
13,PAYMENT,17406.49,C1619716438,32130.0,14723.51,M144065596,0.0,0.0,0,0
15,PAYMENT,7320.72,C903442453,0.0,0.0,M717925387,0.0,0.0,0,0
16,CASH_OUT,61057.98,C1963527611,0.0,0.0,C941328016,255144.0,316201.98,0,0
14,PAYMENT,9289.41,C1875304943,81593.24,72303.83,M1374916740,0.0,0.0,0,0
8,CASH_OUT,395602.85,C963231522,0.0,0.0,C1090263069,876285.08,1260609.49,0,0
15,PAYMENT,28813.19,C857644544,12741.74,0.0,M1780970454,0.0,0.0,0,0
13,PAYMENT,7173.61,C685296945,61962.0,54788.39,M1513105198,0.0,0.0,0,0
16,CASH_OUT,280132.6,C1139652851,0.0,0.0,C929103193,492577.88,1352223.19,0,0
8,PAYMENT,3103.43,C1183033251,513.0,0.0,M63750910,0.0,0.0,0,0
16,CASH_OUT,115180.17,C310687366,49144.0,0.0,C461617618,134764.05,249944.22,0,0
12,CASH_IN,360664.35,C1843961582,12367.0,373031.35,C1390814796,1183425.26,1101952.11,0,0
15,CASH_IN,28675.01,C620000400,282779.02,311454.02,C177368500,1620439.8,1871521.94,0,0
9,CASH_OUT,1154353.99,C1034219836,1154353.99,0.0,C1195589213,162222.0,1965587.6,1,0
14,CASH_OUT,248354.65,C641055385,134873.0,0.0,C409824568,634610.78,931118.21,0,0
10,CASH_IN,153713.56,C2074681633,627042.38,780755.95,C1123629720,211716.93,58003.36,0,0
9,CASH_IN,455256.64,C2062682226,9168520.8,9623777.44,C759227456,4180415.97,7636832.87,0,0
16,CASH_OUT,289065.38,C589919225,116975.0,0.0,C1574197224,1164272.92,2467543.36,0,0
15,CASH_IN,29740.92,C1608801672,7854957.87,7884698.8,C2086431846,50318.28,212404.5,0,0
10,CASH_IN,30336.69,C1271860807,1102719.2,1133055.89,C755583709,131727.6,101390.91,0,0
12,CASH_OUT,151478.5,C960037231,284488.0,133009.5,C1873889419,180472.97,331951.47,0,0
16,CASH_OUT,292315.97,C1680426023,51974.0,0.0,C1531448466,0.0,237559.78,0,0
12,CASH_OUT,80645.2,C185276838,0.0,0.0,C589398557,4654529.4,5609041.03,0,0
11,TRANSFER,514704.1,C1726857774,30213.0,0.0,C88409046,68327.08,72239.47,0,0
8,PAYMENT,8417.89,C402251325,98764.0,90346.11,M254477147,0.0,0.0,0,0
17,PAYMENT,15966.49,C1258477525,299261.36,283294.87,M90819623,0.0,0.0,0,0
12,PAYMENT,7347.51,C1154203087,842794.64,835447.12,M1002073705,0.0,0.0,0,0
14,PAYMENT,18790.77,C1753683966,0.0,0.0,M546303223,0.0,0.0,0,0
14,CASH_IN,41528.8,C1998490184,5987399.24,6028928.04,C1171209683,322542.85,281014.05,0,0
17,PAYMENT,6941.02,C1869623941,16949.79,10008.77,M1079867000,0.0,0.0,0,0
7,PAYMENT,4163.65,C1666513809,0.0,0.0,M491134455,0.0,0.0,0,0
17,CASH_OUT,219628.5,C1661224668,0.0,0.0,C1262147530,1962065.25,2939141.3,0,0
9,PAYMENT,10484.22,C134433048,1259428.23,1248944.01,M39410241,0.0,0.0,0,0
9,CASH_IN,52513.49,C1517662981,1429675.61,1482189.1,C1722141669,1839654.25,3493184.09,0,0
10,CASH_IN,336384.02,C1424748699,24400.0,360784.02,C792297177,131077.77,0.0,0,0
17,CASH_OUT,167719.87,C29297504,0.0,0.0,C1747225165,267888.22,435608.09,0,0
14,PAYMENT,26749.12,C1468080064,1006761.26,980012.14,M1635793283,0.0,0.0,0,0
10,CASH_OUT,241385.55,C147074892,141.0,0.0,C977268895,153.0,522597.49,0,0
9,PAYMENT,1663.7,C1120200143,0.0,0.0,M388376093,0.0,0.0,0,0
11,TRANSFER,239589.8,C733629052,0.0,0.0,C1599334040,1466186.18,1705775.98,0,0
13,CASH_OUT,69440.19,C136278142,0.0,0.0,C486165209,83066.98,152507.17,0,0
14,CASH_IN,28289.17,C1015755741,11516.0,39805.17,C916211443,0.0,0.0,0,0
9,CASH_OUT,358793.41,C922236791,2700.93,0.0,C1207178960,375499.82,861422.4,0,0
14,CASH_OUT,117561.91,C1733012105,20482.0,0.0,C1230899796,3933867.6,6134301.08,0,0
15,CASH_OUT,221764.51,C597359311,20254.0,0.0,C556534527,0.0,221764.51,0,0
14,CASH_OUT,40979.79,C379184798,0.0,0.0,C150085983,845913.27,886893.07,0,0
13,PAYMENT,14651.01,C1268703788,0.0,0.0,M1350506716,0.0,0.0,0,0
12,PAYMENT,11973.26,C1641928340,166380.38,154407.12,M214595470,0.0,0.0,0,0
10,PAYMENT,6265.61,C1661125202,1428380.99,1422115.37,M1853430780,0.0,0.0,0,0
9,CASH_IN,91630.44,C1006922911,11313.0,102943.44,C1196307684,2017297.79,1925667.34,0,0
11,PAYMENT,31575.54,C462093326,0.0,0.0,M1760558377,0.0,0.0,0,0
9,CASH_IN,34311.72,C2009700852,7948989.4,7983301.12,C191913098,277583.0,0.0,0,0
15,PAYMENT,3369.49,C1823418704,1161717.65,1158348.16,M38819050,0.0,0.0,0,0
7,PAYMENT,9862.01,C2043140442,540.0,0.0,M1995700240,0.0,0.0,0,0
17,TRANSFER,105550.62,C2132366799,0.0,0.0,C1176892022,343880.69,449431.32,0,0
13,PAYMENT,3564.33,C694913714,0.0,0.0,M232793009,0.0,0.0,0,0
15,CASH_IN,338585.49,C228390736,9871204.74,10209790.23,C554081302,368238.82,29653.33,0,0
17,CASH_IN,385263.39,C284424206,101020.0,486283.39,C840877032,463044.21,77780.82,0,0
11,CASH_OUT,568441.48,C730230461,70680.0,0.0,C1676876807,0.0,547456.35,0,0
10,TRANSFER,37066.91,C631759966,0.0,0.0,C1629911510,2281521.97,2445876.71,0,0
14,CASH_IN,138300.53,C278945697,2502.0,140802.53,C360746389,603609.3,465308.77,0,0
15,CASH_OUT,289351.06,C1090696139,0.0,0.0,C1646731477,4464716.49,5929688.03,0,0
13,PAYMENT,19693.21,C163603656,42878.0,23184.79,M992785265,0.0,0.0,0,0
13,CASH_IN,361320.83,C707758732,6951576.07,7312896.9,C1001170585,629541.06,268220.23,0,0
15,CASH_OUT,142697.69,C1755657084,11532.0,0.0,C1570090451,2309310.13,2452007.82,0,0
16,TRANSFER,894108.54,C983520979,0.0,0.0,C759357488,953835.44,1847943.98,0,0
10,CASH_OUT,22212.87,C948562484,0.0,0.0,C571435580,2853711.88,2875924.75,0,0
15,PAYMENT,21299.05,C529276668,0.0,0.0,M1497320787,0.0,0.0,0,0
8,CASH_OUT,264048.42,C2060561644,537169.95,273121.54,C2022767113,900075.52,1177002.53,0,0
9,CASH_OUT,144931.13,C1137358231,202760.0,57828.87,C1440629628,21890.0,320328.99,0,0
9,PAYMENT,42926.03,C933253764,131146.0,88219.97,M1450598300,0.0,0.0,0,0
16,TRANSFER,270739.83,C1311804952,20159.0,0.0,C1400873500,0.0,270739.83,0,0
8,CASH_OUT,209888.62,C1880225096,8276.0,0.0,C843031928,28210.25,206123.06,0,0
15,TRANSFER,626355.5,C1557735746,487955.06,0.0,C1740314136,172278.02,798633.52,0,0
13,CASH_IN,309922.42,C1721226656,350740.39,660662.81,C2038217540,309934.52,12.1,0,0
10,PAYMENT,16565.38,C2115962083,405560.33,388994.95,M469275435,0.0,0.0,0,0
15,CASH_OUT,62480.84,C1027620358,0.0,0.0,C480654105,211618.91,274099.74,0,0
17,CASH_IN,65929.28,C1947347279,11166.0,77095.28,C1310255027,526701.84,460772.55,0,0
16,CASH_IN,71364.92,C921492510,5653897.37,5725262.29,C1783923110,1592633.44,1663700.25,0,0
17,PAYMENT,3333.7,C1263500004,71614.55,68280.85,M1724550307,0.0,0.0,0,0
13,TRANSFER,121793.73,C1304941530,0.0,0.0,C248576137,1334887.72,1456681.45,0,0
17,CASH_IN,134475.14,C2039369461,20885580.03,21020055.17,C1824268153,2781814.83,2647339.69,0,0
12,PAYMENT,3796.67,C746156127,72805.0,69008.33,M18431235,0.0,0.0,0,0
15,PAYMENT,2836.78,C1587652912,50709.0,47872.22,M1882190909,0.0,0.0,0,0
16,CASH_OUT,67866.06,C1344753817,0.0,0.0,C33603018,705963.86,773829.93,0,0
11,CASH_IN,36701.0,C1066726071,6792326.8,6829027.81,C313139641,1735575.41,1698874.4,0,0
12,CASH_IN,320962.51,C309222867,1472128.82,1793091.34,C2019569707,417317.42,177123.74,0,0
16,PAYMENT,5582.27,C1849312063,332089.96,326507.69,M1238774324,0.0,0.0,0,0
11,TRANSFER,263796.12,C2000629124,684.0,0.0,C326798803,0.0,266734.97,0,0
13,CASH_OUT,261669.72,C820680154,0.0,0.0,C842931360,945.0,422974.41,0,0
17,PAYMENT,13847.48,C592702615,133626.52,119779.03,M1816817186,0.0,0.0,0,0
9,PAYMENT,1073.82,C979908017,167435.19,166361.37,M66895735,0.0,0.0,0,0
16,TRANSFER,1596476.92,C2089664031,1089610.95,0.0,C978582101,2192906.13,3831276.08,0,0
15,CASH_IN,57285.72,C1769497257,5562907.39,5620193.12,C258619955,407778.33,350492.6,0,0
15,CASH_OUT,109310.28,C420510333,60097.0,0.0,C1622860679,395939.82,505250.1,0,0
14,CASH_OUT,59586.74,C2012076914,0.0,0.0,C72703805,264229.75,323816.49,0,0
17,CASH_OUT,242297.62,C1484565686,0.0,0.0,C242131142,243341.26,908721.68,0,0
12,CASH_OUT,281472.95,C1657400723,0.0,0.0,C1166364767,970395.44,1168096.65,0,0
15,PAYMENT,9835.59,C1394417235,22417.0,12581.41,M376188851,0.0,0.0,0,0
15,CASH_OUT,125566.27,C1502660190,400.0,0.0,C1357618544,1643264.95,1768831.22,0,0
17,PAYMENT,8614.57,C363797579,0.0,0.0,M2132031443,0.0,0.0,0,0
17,PAYMENT,4748.87,C987537378,0.0,0.0,M393581624,0.0,0.0,0,0
9,TRANSFER,3145390.43,C751691803,106.0,0.0,C810631086,4986.6,6113964.5,0,0
16,CASH_OUT,154551.52,C2072727506,10030.0,0.0,C1657363827,2524163.21,2678714.73,0,0
13,TRANSFER,1109002.31,C1866956302,1147.0,0.0,C1799938475,1819052.23,2928054.54,0,0
7,CASH_OUT,417913.15,C1379731404,0.0,0.0,C413177525,1114130.4,3489392.77,0,0
6,CASH_OUT,13704.0,C1421965867,13704.0,0.0,C1438594533,3382.84,143675.35,1,0
15,CASH_OUT,7330.42,C2045181539,19679.0,12348.58,C1639462749,165904.52,468819.84,0,0
9,CASH_OUT,77664.28,C1913048652,0.0,0.0,C1321530272,371188.02,448852.3,0,0
14,CASH_IN,146911.96,C2012811762,7455.0,154366.96,C1459757869,9935998.08,10588637.72,0,0
10,CASH_OUT,97424.08,C1805554552,0.0,0.0,C1007251739,263199.17,360623.26,0,0
10,PAYMENT,3031.43,C1291747298,79132.0,76100.57,M200943820,0.0,0.0,0,0
10,PAYMENT,13904.45,C779294187,31368.0,17463.55,M793877139,0.0,0.0,0,0
11,CASH_OUT,6208.88,C865104625,0.0,0.0,C1106741114,249448.47,350418.88,0,0
13,PAYMENT,4742.37,C1550507601,21336.0,16593.63,M1228532294,0.0,0.0,0,0
1,CASH_OUT,33663.22,C843686350,0.0,0.0,C721748895,168225.59,0.0,0,0
13,CASH_OUT,560.03,C908363578,197618.03,197058.0,C2071221217,6688883.86,6689443.89,0,0
8,CASH_OUT,62688.58,C1542425447,0.0,0.0,C1870237274,314756.65,1180032.06,0,0
10,CASH_OUT,215807.07,C907668569,5570.0,0.0,C1814655310,10613.0,829894.37,0,0
9,CASH_OUT,357811.56,C836583331,14637.0,0.0,C324315918,249264.28,113630.72,0,0
